Date,Melt Index- Lab,Hydrogen Concentration,Alkyl,Catalyst,Electron Donor,Hydrogen Flow,Propylene,Recycle Gas ,Density, Level,Production Rate,Residence,Catalyst Activity,Reactor Solids,Total BTU's,Agitator Amps,Al/Ti Ratio,Alkyl/Donor Ratio,Reflux Liquid Flow,Reactor PSIG,Lower Jacket temp,Btms Temp.,Reactor Temp
4/2/2004 14:20,,,13.2,9.8,2.1,1561.9,285.8,269940,0.5,61.2,46437,59.2,19843.2,60.5,40400156,162,72.3,9,1204.4,473.9,165.4,164.8,165.1
4/2/2004 14:30,,,13.1,9.3,2.3,1527,283.9,263445.8,0.5,61,46965.3,60.2,18366.7,62,40859808,163.8,73.9,10.4,1183,473.9,165.4,164.8,165.1
4/2/2004 14:40,,,13.2,9.7,2.1,1562.6,282.5,270290.1,0.5,60.5,47627.7,60.4,17507.2,63.9,41436120,163.9,73.8,9.7,1179.1,473.9,165.4,164.8,165.1
4/2/2004 14:50,,,13.4,10.6,2.3,1564.8,282.9,252018.4,0.5,59.1,47692.2,60.1,18168.1,63.2,41492236,163.3,77.9,9.7,1175.5,473.9,165.4,164.8,165
4/2/2004 15:00,,,13.1,10.6,2.1,1530.8,290.5,275217.5,0.5,58.4,47941.4,59.6,19624.3,62.8,41709008,167,84.5,10.3,1191.4,473.9,165.4,164.8,165
4/2/2004 15:10,,,13.1,10,2.2,1593.8,300.3,263532.4,0.5,58.6,47708.5,59,20479.6,61.8,41506396,167.5,79.2,9.5,1151.7,473.8,165.4,164.8,165.1
4/2/2004 15:20,,,13.6,9.4,2.2,1599.8,292.5,258867.3,0.5,60.3,47823.2,58.9,19802.7,61.3,41606184,166.1,72.8,10.7,1170.4,473.8,165.4,164.8,165.1
4/2/2004 15:30,11.7,2943,13.2,9.9,2,1504.3,297.7,261359.7,0.5,61.2,47148.7,60.2,17093.7,60.8,41019400,166.8,75.4,9.4,1164.3,473.8,165.4,164.8,165.1
4/2/2004 15:40,,,13.3,10.6,2.2,1537.9,286.6,267439.2,0.5,61.4,47725.8,61.2,17778.9,62.8,41521452,166.6,78.6,9.6,1178.3,473.8,165.4,164.8,165.2
4/2/2004 15:50,,,13.2,9.9,2.2,1441,281.3,265431.5,0.5,60.9,47382.4,61.7,19792,62.9,41222656,167.8,87.7,10.3,1158.6,473.8,165.4,164.8,165.2
4/2/2004 16:00,,,13.2,9.6,2.1,1438.1,278,277314.2,0.5,60,45661.7,62.1,19458.3,61.5,39725700,168.3,86.5,10.1,1080.2,473.8,165.4,164.8,164.9
4/2/2004 16:10,,,13.4,8.9,2.1,1344.8,281.1,277976.1,0.5,60.5,45028.7,62.1,19839.9,60.3,39174944,167.6,76.9,9.5,1090.2,473.7,165.4,164.8,165
4/2/2004 16:20,,,13.1,8.6,2.3,1368.4,279.2,270092.9,0.5,60.5,44392.5,61.8,17853,59.9,38621516,167.3,77.4,9.7,1152.1,473.7,165.4,164.8,165.1
4/2/2004 16:30,,,13,10,2.3,1427.9,278.2,269579.8,0.5,60.9,45265.7,62.4,17107.3,61.7,39381152,163.5,80.2,10.4,1123.1,473.7,165.4,164.8,165.1
4/2/2004 16:40,,,13.2,10.3,2,1376.2,279.5,271664.9,0.5,60.3,44534.2,62.4,17873.8,60.9,38744756,160.2,84.8,9.7,1184.2,473.7,165.4,164.8,165.1
4/2/2004 16:50,,,13.2,9.5,2.3,1367.8,275.2,280328.9,0.5,59.6,44632.4,61.8,19349.3,60.5,38830184,164.4,88,9.7,1165.1,473.7,165.4,164.8,165.1
4/2/2004 17:00,,,13,9.2,2.3,1394.3,282.6,271130.6,0.5,59,44112.1,60.6,19145.3,59.1,38377520,160.3,77.7,10.2,1180.6,473.7,165.4,164.8,165.3
4/2/2004 17:10,,,13.2,9,2.1,1442.8,282.9,273592.5,0.5,59.8,44444.1,60.4,17977.3,59.2,38666392,157.6,75.7,10,1143.9,473.6,165.4,164.8,165.3
4/2/2004 17:20,,,13.3,9.4,2.1,1405,279.5,275212.5,0.5,61.1,44364.1,61.8,16785.4,60,38596800,158.5,81,9.5,1077.4,473.6,165.4,164.8,165.4
4/2/2004 17:30,12.2,2814,13,9.9,2.1,1362.4,277.5,280946.2,0.5,61.2,43452.9,61.8,17333.8,59.2,37804024,159.8,83.1,9.3,1157.3,473.6,165.4,164.8,165.3
4/2/2004 17:40,,,13.4,10.2,2.2,1388.9,274.6,260240.5,0.5,60.5,43901.2,61.3,17760.5,60.2,38194064,157.2,84,9.4,1146.1,473.6,165.4,164.7,165.2
4/2/2004 17:50,,,13,10.2,2.3,1414.8,272.7,270084.4,0.5,59.6,44251.4,61.9,17808,61,38498740,158.1,83.6,9.5,1091.8,473.6,165.4,164.7,165.3
4/2/2004 18:00,,,13.2,9.8,2.3,1370.2,272.7,276722.4,0.5,59.8,43946.1,61.1,18849.1,60,38233080,156.9,85.3,10.1,1078.4,473.6,165.4,164.7,165.2
4/2/2004 18:10,,,13.2,9.6,2.1,1358.2,276.3,265312.5,0.5,59.1,43473.6,60.4,18841.4,59.8,37822052,157,80.6,10.5,1131.4,473.5,165.4,164.7,165.1
4/2/2004 18:20,,,13,9.6,2.1,1424.3,279.1,276796.9,0.5,60,42950.7,61.1,18034.6,58.8,37367084,156.7,79,10.4,1051.9,473.5,165.5,164.7,165.2
4/2/2004 18:30,,,13.2,9.2,2,1451.9,277.1,288695,0.5,60.5,42290.3,60.8,17618.7,57.8,36792588,155.5,71.4,9.6,1102.3,473.5,165.5,164.7,165.3
4/2/2004 18:40,,,13,9.1,2.1,1354,270.8,268496.7,0.5,62.5,42905.5,61.9,16917.5,59.3,37327824,150.8,75.2,9.1,1050.5,473.5,165.5,164.7,165.3
4/2/2004 18:50,,,13.2,9.1,2.2,1364.9,267.3,283232.8,0.5,61.9,42767.4,63.7,15756.1,60.8,37207648,155.9,77.6,9.5,1145.4,473.5,165.5,164.7,165.2
4/2/2004 19:00,,,13.4,9,2.2,1426.8,263.6,299348.4,0.5,61.2,42835.6,64.1,15824.5,61.9,37267012,153.8,74.7,9.3,1102.7,473.5,165.5,164.7,165.2
4/2/2004 19:10,,,13.3,9.4,2.3,1409.2,263,275012,0.5,59.4,42747.6,62.8,15291.4,60.6,37190376,157.4,75.2,9.7,1065.7,473.4,165.5,164.7,165.3
4/2/2004 19:20,,,13,9.5,2.3,1333.5,269.3,283883.9,0.5,58,43454.7,62.6,15627.8,61.3,37805552,158.3,75.5,9.5,1087.2,473.4,165.5,164.7,165.4
4/2/2004 19:30,11.5,2777,13.4,9.8,2.3,1366,271.4,284081.8,0.5,58.4,44596.3,60.7,16205.1,61.2,38798784,154.5,76.6,10.3,1122.3,473.4,165.5,164.7,165.2
4/2/2004 19:40,,,13.3,10,2.2,1407,273.5,274631,0.5,58.6,44706,60.4,16709.8,60.9,38894252,157.4,76.5,10.2,1106.7,473.4,165.5,164.7,165.4
4/2/2004 19:50,,,13,10.2,2.1,1411,277.4,290961,0.5,59.4,44403.6,60.1,16794,59.3,38631124,156.7,76.6,10,1144.2,473.4,165.5,164.7,165.4
4/2/2004 20:00,,,13,10.2,2.1,1398.5,278.9,288519.9,0.5,60.3,44826.2,61.6,16569.2,61.1,38998784,161,77.1,9.9,1137.5,473.4,165.5,164.7,165.3
4/2/2004 20:10,,,13.4,10.4,2,1395.4,279.6,274732.1,0.5,60.9,46309.1,62.3,16909.1,63.6,40288876,160,79.8,9.9,1175.6,473.3,165.5,164.7,165.3
4/2/2004 20:20,,,13.1,10.5,2.1,1396.7,274.2,281379.3,0.5,61.8,41069.1,62.3,15511.8,56.9,35730120,161.1,77.4,9.5,1108.3,474.4,165.5,164.8,165
4/2/2004 20:30,,,13.1,10.6,2.2,1426.8,267.5,299867.2,0.5,62.7,44182.8,64.3,16306.3,62.4,38439048,160.4,80.3,9.4,1093,474.4,165.5,165.1,165.5
4/2/2004 20:40,,,13.3,10.8,2.3,1348.6,264.7,294663.8,0.5,61.4,44434.3,65.9,15522,64.2,38657808,162.2,79.2,9.7,1184.8,474,165.5,165.2,165.5
4/2/2004 20:50,,,13.1,10.6,2.3,1373.1,262,291767.3,0.5,60,44670.3,65.5,16054.8,64.8,38863160,163.5,79.4,10,1131.4,473.9,165.6,165.2,165.4
4/2/2004 21:00,,,13.3,10.6,2.2,1428.6,265.7,290790.8,0.5,58.4,45791.2,64.4,17022.3,65.2,39838384,165.7,83.2,10.3,1190.4,473.9,165.6,165.3,165.4
4/2/2004 21:10,,,13.1,10.3,2.2,1441,272.1,306762.1,0.5,57.2,46150.1,63,18112.1,64.4,40150560,168.8,81.7,10.4,1193.2,473.8,165.6,165.4,165.3
4/2/2004 21:20,,,13.4,10.1,2.1,1387.6,281.3,288151.2,0.5,56.6,46901.6,59.9,19690.3,62,40804364,173.6,82.7,10,1243,473.8,165.6,165.4,165.3
4/2/2004 21:30,11.3,2667,13.1,10,2.1,1342.6,285.9,281382.3,0.5,58.9,48283.7,60.9,20236,64,42006796,173.7,79.7,9.5,1223.9,473.8,165.7,165.5,165.6
4/2/2004 21:40,,,13.3,9.7,2.3,1459.7,283.2,294149.1,0.5,60,48697.8,61,20841.9,64.4,42367048,167.8,76.8,9.9,1242.7,473.7,165.7,165.5,165.5
4/2/2004 21:50,,,13,9.5,2.3,1441.7,282.8,299190.9,0.5,60.1,49551.1,61.6,19868.8,65.6,43109472,175.8,72.7,10.4,1279.4,473.7,165.7,165.5,165.5
4/2/2004 22:00,,,13.3,9.3,2.1,1445.9,283.3,297966,0.5,59.4,49886.8,62,18691.4,66.1,43401496,179.7,72.7,10.3,1269,473.6,165.7,165.6,165.4
4/2/2004 22:10,,,13.1,9.8,2.2,1436.8,291.6,283094.7,0.5,57.6,49727.3,60.1,18607.6,64.5,43262724,178.6,76.3,9.3,1308,473.6,165.8,165.6,165.4
4/2/2004 22:20,,,13.3,9.8,2.2,1376.2,296.7,279424.6,0.5,58.2,48469.2,59,18427.9,62.1,42168228,182.6,76.5,9.8,1220.7,473.5,165.8,165.7,165.3
4/2/2004 22:30,,,13.2,10,2.3,1401.4,295.8,290086.2,0.5,60.1,47249.5,59.6,17549.7,60.1,41107024,179.3,73,9.8,1235.1,473.5,165.8,165.7,165.3
4/2/2004 22:40,,,13.3,10.3,2.2,1469.3,290.3,282435.7,0.5,62,49200.5,61.3,17346.4,64.3,42804396,183.9,74.9,10.4,1230.4,473.5,165.8,165.7,165.6
4/2/2004 22:50,,,13.2,10.2,2.1,1385.8,284.4,295140.9,0.5,61.8,49922.3,62.2,17456.4,66.2,43432376,180.5,73.6,9.1,1248.7,473.4,165.9,165.7,165.7
4/2/2004 23:00,,,13.1,10.1,2.3,1356.4,286.9,275691.8,0.5,59.6,50133.6,61.8,18259.3,66.4,43616248,181.1,76.3,9.9,1266.5,473.4,165.9,165.7,165.8
4/2/2004 23:10,,,13.3,10.3,2.3,1386.5,293.7,279939.3,0.5,56.4,51145,59.3,18791.7,65.6,44496168,179.6,74.4,10.2,1312.9,473.3,165.9,165.7,165.4
4/2/2004 23:20,,,13.1,10,2.2,1407.4,311.4,260869.9,0.5,56.1,50546.4,56.2,20638.9,62,43975372,181.6,78.7,10.5,1322.8,473.3,165.9,165.7,165.5
4/2/2004 23:30,,2627,13.3,10.2,2.1,1335.9,314,281490.3,0.5,57.4,50085,56,20044.9,60.6,43573932,180.4,77.3,10,1301.8,473.3,165.9,165.7,165.6
4/2/2004 23:40,,,13.2,9.6,2.1,1344.8,309.9,272408.6,0.5,60.9,50088,56.7,19504.6,60.4,43576520,178.2,76,9.5,1239.7,473.2,165.9,165.8,165.6
4/2/2004 23:50,,,13.2,9.7,2.1,1391.8,303.5,247572.4,0.5,62.5,49562.9,59,18842.6,62.4,43119740,177.1,74.8,9.5,1225.5,473.2,165.9,165.8,165.7
4/3/2004 0:00,,,13.2,9.4,2.3,1365.3,297.5,266826.2,0.5,62.1,49670.1,59,19123.1,62.6,43212992,171.8,74.8,9.4,1251.2,473.1,165.9,165.8,165.6
4/3/2004 0:10,,,13.1,9.4,2.3,1328.1,293.3,282920,0.5,61.4,49297.6,59.8,18678.6,63.1,42888868,175.8,75.2,10,1310.5,473.1,165.9,165.8,165.7
4/3/2004 0:20,,,13.3,9.2,2.3,1299.9,295.2,268961.3,0.5,60.1,49356,60.2,19118.8,63.6,42939756,179.8,73.3,10.2,1299.4,473,165.9,165.8,165.8
4/3/2004 0:30,,,13.1,9.2,2.3,1327.5,298.2,271415.8,0.5,58.8,49714.6,58.8,19374.8,63,43251676,171.5,72.9,10.1,1276.5,473,166,165.8,165.8
4/3/2004 0:40,,,13.2,9.4,2.2,1325,306.3,267728.4,0.5,58.6,50031.7,58.4,20212.3,63.1,43527620,178.7,72.9,10.7,1265,473,166,165.8,165.9
4/3/2004 0:50,,,13.4,9.3,2.2,1293.9,300.7,256808.1,0.5,59,49220.6,57.3,21099.6,61.2,42821924,171.2,72.7,10.2,1272,472.9,166,165.8,165.9
4/3/2004 1:00,,,13.2,9.7,2.1,1266.9,303.9,271199.3,0.5,60.1,49214.5,57.2,21820.6,60.9,42816592,174,74.1,10,1311.3,472.9,166,165.8,165.8
4/3/2004 1:10,,,13.2,10,2.1,1366.7,303.7,262905.8,0.5,61.6,49343.7,58.6,21538.1,61.5,42929056,168.3,76.5,10,1258.4,472.8,166,165.8,165.9
4/3/2004 1:20,,,13.1,10,2.1,1328.8,298.4,276244.7,0.5,60.9,48804.2,58.6,21493.8,61.6,42459684,171.8,76.7,9.7,1290,472.8,166,165.8,165.8
4/3/2004 1:30,10.9,2407,13.1,10,2,1320.4,295.4,267429.5,0.5,60.5,48862.4,59,21050.2,62.3,42510264,169,83.9,9.6,1307.8,472.8,166,165.8,165.9
4/3/2004 1:40,,,13.1,10.2,2.1,1286.1,297.8,249470.5,0.5,59.8,49231.8,58,21182.4,62,42831708,167.6,85,9.4,1273,472.7,166,165.8,165.9
4/3/2004 1:50,,,13.4,10.3,2.1,1346.8,296.3,252857.1,0.5,59.4,49710.6,59,20903.5,63.6,43248232,167.1,84.7,9.4,1346.3,472.7,166,165.8,166
4/3/2004 2:00,,,13.3,10.7,2.1,1323.2,299,247511.1,0.5,59.4,49006.8,57.8,20427.4,61.4,42635956,170.1,82.3,9.4,1281.2,472.6,166.1,165.8,165.9
4/3/2004 2:10,,,13.7,10.5,2.2,1243.3,305.1,249147.4,0.5,60.1,48958,57.4,20576.4,61,42593484,171.5,96.3,10.8,1285.3,472.6,166.1,165.8,166
4/3/2004 2:20,,,13.2,10.9,2.1,1239.8,303,265897.5,0.5,60.1,48807.1,57.9,19688.2,61.4,42462184,169.7,79.7,9,1311.8,472.5,166.1,165.8,166
4/3/2004 2:30,,,13.1,10.8,2.2,1366.7,299.5,272542.9,0.5,60.5,48578.2,58.6,19436.7,61.6,42263044,169.7,79.1,9.4,1297.4,472.5,166.1,165.8,166
4/3/2004 2:40,,,13.1,10.7,2.4,1323.9,298.8,258829.1,0.5,60,49162.5,58,19569.1,62.3,42771376,165.3,81.8,10,1306.9,472.5,166.1,165.9,166
4/3/2004 2:50,,,13.2,10.4,2.3,1295.6,298.9,263865.7,0.5,59.8,49309.4,58.8,19113.3,63,42899196,169.8,77.8,9.9,1303.9,472.4,166.1,165.9,165.9
4/3/2004 3:00,,,13.2,10,2.3,1311.2,301.6,260850.5,0.5,59.5,49019.6,57,19280.8,60.9,42647092,169.9,77.9,10.4,1268.4,472.4,166.1,165.9,165.9
4/3/2004 3:10,,,13.3,9.9,2.3,1317.9,303.2,268529.4,0.5,60,49578.7,56.9,19204.5,62.3,43133500,167.6,75.4,10.2,1263.9,472.3,166.1,165.9,165.9
4/3/2004 3:20,,,13.2,9.2,2.3,1351.5,304.1,258420.6,0.5,60,47045.2,56.5,19236.2,58.1,40929292,165.6,73.8,10.6,1244.9,473.3,166.1,165.9,165.9
4/3/2004 3:30,11.2,2320,13.1,9.3,2.2,1276.9,300.1,237995.3,0.5,61,47764.9,57,19155.2,59.3,41555492,165.9,74.1,10.4,1278.1,474.1,166.1,165.9,166
4/3/2004 3:40,,,13.2,9.4,2.2,1242.2,300.7,274799.8,0.5,61.2,47511,58.3,19099.4,60.8,41334592,162.7,73.7,10.4,1295.8,474,166.2,165.9,166
4/3/2004 3:50,,,13.2,9.5,2.2,1286.1,292.7,258140,0.5,61.8,47054.1,59.1,20077.5,61.1,40937108,166.6,74.2,10.6,1260.8,474,166.2,165.9,166
4/3/2004 4:00,,,13.2,9.7,2.2,1291,293,254809.2,0.5,60.5,46143.1,59.1,20431,59.8,40144524,163.7,75.9,10.3,1241.3,474,166.2,165.9,166.1
4/3/2004 4:10,,,13.3,10.2,2.1,1287.2,286.7,282059.3,0.5,61.2,45159.1,60.4,18496.4,59.8,39288436,161.6,78.3,10.4,1209.9,473.9,166.2,165.9,166.1
4/3/2004 4:20,,,14.4,10.5,2.1,1260.2,282.1,257833.9,0.5,61.4,45571.2,61.2,17979,61.4,39646936,161.9,111.8,13.9,1174.3,473.9,166.2,165.9,166.1
4/3/2004 4:30,,,13.3,10.5,2,1319,280.4,271742.1,0.5,61.8,46196.5,61.4,18233.7,62.3,40190952,161.6,83.2,10,1251.7,473.9,166.2,165.9,166.1
4/3/2004 4:40,,,13.2,10.8,2.1,1376.2,276.5,279802.6,0.5,60.9,45845.9,62.1,17443.3,62.5,39885952,163.1,80.9,9.4,1187.7,473.8,166.2,165.9,166.2
4/3/2004 4:50,,,13.1,11,2.2,1332.4,275,273142,0.5,59.4,46481.2,61.5,17371.3,63.4,40438672,164.1,78.3,9.1,1230,473.8,166.2,165.9,166.2
4/3/2004 5:00,,,13.1,10.8,2.2,1323.9,283.3,291582.3,0.5,58.2,47161.6,60.5,18302.2,62.9,41030580,160.9,79.6,9.6,1266.4,473.8,166.2,165.9,166.2
4/3/2004 5:10,,,13.2,11,2.4,1258.5,286.5,281658.4,0.5,58.4,47653.1,59.7,18322.1,62.6,41458204,162.5,80,9.8,1282.6,473.7,166.2,165.9,166.2
4/3/2004 5:20,,,13.2,11,2.3,1340.8,289.1,276095.4,0.5,58.9,47825.7,59.7,18134.2,62,41608340,167.3,78.9,10.2,1288.3,473.7,166.2,165.9,166.2
4/3/2004 5:30,10,2254,13.2,11,2.3,1358.9,289.2,260798.9,0.5,59.6,48122.3,59.2,18044.9,61.9,41866400,164.5,77.9,10.3,1246.5,473.7,166.2,165.9,166.2
4/3/2004 5:40,,,13.1,10.5,2.2,1300.5,292.9,261012.6,0.5,59.8,47661.9,59,17963.9,61.6,41465824,165.1,74.3,10.2,1248.4,473.6,166.2,166,166.1
4/3/2004 5:50,,,13.1,10.4,2.3,1279.4,298.3,277753.4,0.5,59.8,47583.1,59.1,17643.7,61.5,41397312,164.5,76.1,10.4,1281.7,473.6,166.2,166,166.1
4/3/2004 6:00,,,13,9.4,2.3,1306.5,293.8,266075.2,0.5,61,46610.7,59.4,17613.1,60,40551296,166.3,71.9,9.9,1239.1,473.5,166.2,166,166.1
4/3/2004 6:10,,,13.1,9.6,2.3,1307.7,284.8,270660.8,0.5,61.6,45621.6,60.8,17285.8,60.5,39690780,162.1,70.3,10.1,1212.5,473.7,166.2,166,166.2
4/3/2004 6:20,,,13.3,9.5,2.3,1260.9,283.1,268829.2,0.5,61.6,45538.4,61.5,17265.3,60.9,39618452,162.7,72.2,10.6,1242.3,473.8,166.2,166,166.1
4/3/2004 6:30,,,13.2,9.8,2.2,1307.7,280.8,262037.4,0.5,61,45435.2,61.4,16592.6,60.9,39528592,159.7,70.2,10.5,1188,474,166.3,166,166.2
4/3/2004 6:40,,,13.2,9.8,2.1,1315.5,278.6,284585.1,0.5,60.3,46052.5,61.8,16483.9,62.6,40065716,160.2,69.2,10.5,1253.5,474.1,166.3,166.1,166.3
4/3/2004 6:50,,,13.2,9.6,2.2,1321,284.3,270612.3,0.5,58.8,46605.1,61.5,17082.8,63.4,40546464,158.9,68.3,10,1228.8,474.2,166.3,166.1,166.3
4/3/2004 7:00,,,13.2,9.7,2.1,1307.7,284.3,272078,0.5,57.9,46292.7,59.4,17107.9,60.7,40274656,162.5,72.1,9.3,1244.8,474.4,166.3,166.1,166.4
4/3/2004 7:10,,,14.6,10.1,2.4,1262,291.3,268325.7,0.5,58.8,47501.6,59.1,17144.1,61.7,41326352,159,74.2,9.9,1305.2,474.5,166.4,166.2,166.4
4/3/2004 7:20,,,14.6,10.4,2.5,1338.4,294.7,271587.7,0.5,58.8,48564.6,59,17069.5,63,42251208,161.5,72.8,9.9,1302.5,474.7,166.4,166.2,166.5
4/3/2004 7:30,10.3,2232,14.4,10,2.4,1318.6,297.4,266747,0.5,59.4,49563.8,57.8,18393.8,62.6,43120528,165.9,71.9,10.7,1301.6,474.8,166.4,166.2,166.5
4/3/2004 7:40,,,14.7,10.1,2.3,1263.1,299.5,225794.5,0.5,59.1,50099.5,56.9,19008.2,62.8,43586580,160.9,75.1,10.2,1305.3,474.8,166.4,166.2,166.4
4/3/2004 7:50,,,14.5,10.1,2.4,1253.1,305.1,235597.7,0.5,58.6,49850.3,55.5,19045.5,60.7,43369788,162.2,74.3,9.5,1306,474.6,166.5,166.3,166.4
4/3/2004 8:00,,,14.4,9.9,2.5,1310.1,305.5,255341.9,0.5,59.5,49962.5,56.5,18898.3,62,43467400,164,77,10,1344.6,474.3,166.5,166.3,166.4
4/3/2004 8:10,,,14.7,10,2.4,1281.5,304,266869.9,0.5,60.9,50810,56.7,18805.8,62.6,44204724,165.2,75.3,10.6,1363.6,474.1,166.5,166.3,166.5
4/3/2004 8:20,,,14.5,9.9,2.3,1250.7,303.8,269080.7,0.5,61,51154.7,57.9,18675.9,64,44504592,164,75.8,10,1382.4,473.9,166.5,166.3,166.5
4/3/2004 8:30,,,16.8,9.4,2.5,1315.5,300.3,258551,0.5,60.5,50955.8,57.1,20358,63,44331532,167.8,91.5,9.7,1373.5,473.7,166.6,166.4,166.5
4/3/2004 8:40,,,16.3,9.5,2.9,1299.9,298,293585.8,0.5,60.5,50825.8,58.6,19761.2,63.5,44218484,164.1,92.6,9.9,1376.7,473.5,166.6,166.4,166.6
4/3/2004 8:50,,,16.6,9.4,2.8,1286.1,294.9,253337.6,0.5,60.9,51307.8,60.4,19775.9,66,44637776,173.6,99.9,10.6,1389,473.3,166.6,166.4,166.4
4/3/2004 9:00,,,15,9.5,2.4,1288.5,299.2,269494.2,0.5,58.9,51264.7,58.8,21906.4,64.6,44600248,173.7,98.8,10.2,1354.3,473.5,166.6,166.3,166.3
4/3/2004 9:10,,,14.7,9.7,2.4,1357.5,301.7,272303.8,0.5,58.6,49652.3,58.3,21794.7,61.8,43197476,174.4,96.5,9.2,1300.5,473.7,166.6,166.3,166.3
4/3/2004 9:20,,,14.9,9.6,2.6,1315,306.3,281577.8,0.5,60.1,49553.6,57.3,22628.6,61,43111668,175.3,102,10,1325.2,473.9,166.6,166.3,166.4
4/3/2004 9:30,9.9,2251,14.9,9.1,2.6,1317.9,300.9,275582.3,0.5,61.6,48189,57.6,23472.4,59.2,41924424,170.5,111.7,10.5,1320,474,166.5,166.3,166.3
4/3/2004 9:40,,,14.8,8.9,2.4,1310.1,295.5,267515.6,0.5,61.9,47246.9,60.1,23127.9,60.6,41104796,172.6,110.3,10.4,1270.6,474.2,166.5,166.3,166.3
